name,episode,length,total_reward,reason,terminated
official_heuristic,176,207,291.225,sleep,True
official_heuristic,177,375,237.58,sleep,True
official_heuristic,178,223,243.736,sleep,True
official_heuristic,179,246,309.043,sleep,True
official_heuristic,180,282,271.734,sleep,True
official_heuristic,181,209,253.234,sleep,True
official_heuristic,182,198,288.114,sleep,True
official_heuristic,183,212,278.997,sleep,True
official_heuristic,184,166,282.716,sleep,True
official_heuristic,185,214,269.189,sleep,True
official_heuristic,186,263,242.306,sleep,True
official_heuristic,187,222,283.403,sleep,True
official_heuristic,188,189,256.197,sleep,True
official_heuristic,189,212,311.764,sleep,True
official_heuristic,190,195,264.824,sleep,True
official_heuristic,191,300,193.482,sleep,True
official_heuristic,192,256,310.112,sleep,True
official_heuristic,193,225,288.855,sleep,True
official_heuristic,194,177,252.281,sleep,True
official_heuristic,195,254,-88.746,crash,True
official_heuristic,196,255,277.371,sleep,True
official_heuristic,197,192,269.038,sleep,True
official_heuristic,198,208,294.941,sleep,True
official_heuristic,199,190,250.275,sleep,True
